Kinase	Phosphosite	TCGA-13-1484	TCGA-13-1489	TCGA-13-1494	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1762	TCGA-29-1763	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1907	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2612
MAP2K2	MAPK3-Y204	-2.73	-2.65	-0.2942355555555557	-5.65	-0.2942355555555557	-0.5770000000000001	0.86	-0.349	-0.2942355555555557	0.9309999999999999	0.11	-1.81	-0.235	-0.245	-0.00424	-0.799	0.725	-0.599	1.38	-0.7140000000000001	0.183	-0.0639	-0.634	1.33	0.0632	3.24	-0.925	-0.14400000000000002	1.7	-2.74	-0.843	0.7120000000000001	-1.01	-1.38	0.924	0.693	-0.177	-0.196	-0.2942355555555557	-0.932	-1.59	-0.792	-1.89	-0.5379999999999999	-0.106	-0.6709999999999999	-0.2942355555555557	2.42	-1.63	0.904	0.24100000000000002	0.892	1.07	0.556	-0.16399999999999998	-1.0	-0.0363	-0.0998	-1.78	-0.2942355555555557	2.1	-0.779	0.526	-0.0558	-0.8290000000000001	0.205	-0.73	-2.0	-0.204
MAP2K1	MAPK3-Y204	-2.73	-2.65	-0.2942355555555557	-5.65	-0.2942355555555557	-0.5770000000000001	0.86	-0.349	-0.2942355555555557	0.9309999999999999	0.11	-1.81	-0.235	-0.245	-0.00424	-0.799	0.725	-0.599	1.38	-0.7140000000000001	0.183	-0.0639	-0.634	1.33	0.0632	3.24	-0.925	-0.14400000000000002	1.7	-2.74	-0.843	0.7120000000000001	-1.01	-1.38	0.924	0.693	-0.177	-0.196	-0.2942355555555557	-0.932	-1.59	-0.792	-1.89	-0.5379999999999999	-0.106	-0.6709999999999999	-0.2942355555555557	2.42	-1.63	0.904	0.24100000000000002	0.892	1.07	0.556	-0.16399999999999998	-1.0	-0.0363	-0.0998	-1.78	-0.2942355555555557	2.1	-0.779	0.526	-0.0558	-0.8290000000000001	0.205	-0.73	-2.0	-0.204
RET	MAPK3-Y204	-2.73	-2.65	-0.2942355555555557	-5.65	-0.2942355555555557	-0.5770000000000001	0.86	-0.349	-0.2942355555555557	0.9309999999999999	0.11	-1.81	-0.235	-0.245	-0.00424	-0.799	0.725	-0.599	1.38	-0.7140000000000001	0.183	-0.0639	-0.634	1.33	0.0632	3.24	-0.925	-0.14400000000000002	1.7	-2.74	-0.843	0.7120000000000001	-1.01	-1.38	0.924	0.693	-0.177	-0.196	-0.2942355555555557	-0.932	-1.59	-0.792	-1.89	-0.5379999999999999	-0.106	-0.6709999999999999	-0.2942355555555557	2.42	-1.63	0.904	0.24100000000000002	0.892	1.07	0.556	-0.16399999999999998	-1.0	-0.0363	-0.0998	-1.78	-0.2942355555555557	2.1	-0.779	0.526	-0.0558	-0.8290000000000001	0.205	-0.73	-2.0	-0.204
GSK3B	BCLAF1-S531	0.369	-0.152	-0.368	0.46	-0.34	0.38	0.175	0.249	-0.294	-0.0992	0.195	-0.273	0.23399999999999999	0.19	0.09166349206349203	0.157	-0.386	0.22899999999999998	-0.359	0.0948	0.0687	0.109	-0.679	-0.382	-0.00242	0.221	0.0935	0.191	0.578	0.3	0.42	0.0276	0.09166349206349203	0.0034200000000000003	0.604	-0.391	-0.20199999999999999	-0.127	0.182	0.434	0.0322	0.135	0.09166349206349203	0.284	0.195	0.09166349206349203	0.10099999999999999	0.294	0.449	0.45399999999999996	0.5479999999999999	-0.6920000000000001	0.0862	-0.027999999999999997	0.7040000000000001	-0.18	-0.6809999999999999	0.15	0.537	0.267	0.14800000000000002	-0.637	0.8109999999999999	0.369	0.09166349206349203	0.266	0.268	0.09166349206349203	-0.016
GSK3B	BCLAF1-S531	-0.19	-2.57	-0.8390000000000001	-0.31943911111111106	-0.5589999999999999	0.757	-1.11	-0.821	-0.542	-0.31943911111111106	-0.31943911111111106	1.08	-0.31943911111111106	-0.0744	-0.99	-3.97	-0.31943911111111106	-0.31943911111111106	-1.43	0.883	-0.379	2.29	-0.31943911111111106	0.7240000000000001	-0.31943911111111106	-0.31943911111111106	-0.31943911111111106	-0.545	-0.31943911111111106	-0.418	0.9740000000000001	0.5379999999999999	-2.57	-0.31943911111111106	0.494	-0.31943911111111106	-0.31943911111111106	0.161	1.08	-0.31943911111111106	-0.0518	-0.0070599999999999994	-0.31943911111111106	0.8270000000000001	-0.7140000000000001	-1.12	-0.998	-0.31943911111111106	-0.0689	-0.31943911111111106	0.0795	-0.31943911111111106	-1.5	0.452	0.0689	-0.43700000000000006	-1.22	1.1	1.22	-1.58	-0.31943911111111106	-0.861	-0.31943911111111106	-1.34	-0.31943911111111106	0.397	-0.31943911111111106	-0.31943911111111106	-0.595
GSK3B	BCLAF1-S531	-0.0674	-0.36700000000000005	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.7959999999999999	-0.00621	-1.02	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.321	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.899	-0.23124472222222225	-0.23124472222222225	0.754	-0.23124472222222225	0.217	-0.359	-0.23124472222222225	-0.907	-0.431	-0.12300000000000001	0.0942	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-2.75	-0.23124472222222225	-0.61	0.493	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.434	-0.2	-0.23124472222222225	0.838	-0.5820000000000001	-0.23124472222222225	-0.23124472222222225	-1.01	-0.355	-0.23124472222222225	-1.15	-0.23124472222222225	-0.395	-0.23124472222222225	0.284	-0.7959999999999999	-0.7879999999999999	0.976	0.951	-0.23124472222222225	-0.0714	-1.18	-0.174	-0.297	-0.23124472222222225	0.23	-0.23124472222222225	-0.23124472222222225	-0.175
GSK3B	BCLAF1-S531	0.369	-0.152	-0.368	0.46	-0.34	0.38	0.175	0.249	-0.294	-0.0992	0.195	-0.273	0.23399999999999999	0.19	0.09166349206349203	0.157	-0.386	0.22899999999999998	-0.359	0.0948	0.0687	0.109	-0.679	-0.382	-0.00242	0.221	0.0935	0.191	0.578	0.3	0.42	0.0276	0.09166349206349203	0.0034200000000000003	0.604	-0.391	-0.20199999999999999	-0.127	0.182	0.434	0.0322	0.135	0.09166349206349203	0.284	0.195	0.09166349206349203	0.10099999999999999	0.294	0.449	0.45399999999999996	0.5479999999999999	-0.6920000000000001	0.0862	-0.027999999999999997	0.7040000000000001	-0.18	-0.6809999999999999	0.15	0.537	0.267	0.14800000000000002	-0.637	0.8109999999999999	0.369	0.09166349206349203	0.266	0.268	0.09166349206349203	-0.016
GSK3B	BCLAF1-S531	-0.19	-2.57	-0.8390000000000001	-0.31943911111111106	-0.5589999999999999	0.757	-1.11	-0.821	-0.542	-0.31943911111111106	-0.31943911111111106	1.08	-0.31943911111111106	-0.0744	-0.99	-3.97	-0.31943911111111106	-0.31943911111111106	-1.43	0.883	-0.379	2.29	-0.31943911111111106	0.7240000000000001	-0.31943911111111106	-0.31943911111111106	-0.31943911111111106	-0.545	-0.31943911111111106	-0.418	0.9740000000000001	0.5379999999999999	-2.57	-0.31943911111111106	0.494	-0.31943911111111106	-0.31943911111111106	0.161	1.08	-0.31943911111111106	-0.0518	-0.0070599999999999994	-0.31943911111111106	0.8270000000000001	-0.7140000000000001	-1.12	-0.998	-0.31943911111111106	-0.0689	-0.31943911111111106	0.0795	-0.31943911111111106	-1.5	0.452	0.0689	-0.43700000000000006	-1.22	1.1	1.22	-1.58	-0.31943911111111106	-0.861	-0.31943911111111106	-1.34	-0.31943911111111106	0.397	-0.31943911111111106	-0.31943911111111106	-0.595
GSK3B	BCLAF1-S531	-0.562	-0.5429999999999999	-4.17	-2.15	-0.623	1.2	-0.466	-1.58	-1.14	-1.16	-1.53	0.885	-1.37	-0.0386	-0.6323006349206352	-2.6	-1.61	-1.01	-1.25	0.711	-0.6323006349206352	1.31	-0.295	0.0102	-0.69	1.53	-1.67	-0.28	-0.7929999999999999	-0.5429999999999999	-0.6323006349206352	-0.6323006349206352	-0.6323006349206352	-4.0	-0.105	-0.0639	0.674	0.272	-0.10099999999999999	0.00336	-0.10800000000000001	0.182	0.45	1.23	-1.3	-0.6323006349206352	-1.57	-1.68	-0.93	-1.3	-1.48	-1.85	-0.732	-0.26	0.109	-1.85	-0.6859999999999999	1.32	1.69	-2.57	0.215	-0.972	-0.95	-0.953	-0.028999999999999998	0.544	-1.4	-0.79	-0.41700000000000004
GSK3B	BCLAF1-S531	0.369	-0.152	-0.368	0.46	-0.34	0.38	0.175	0.249	-0.294	-0.0992	0.195	-0.273	0.23399999999999999	0.19	0.09166349206349203	0.157	-0.386	0.22899999999999998	-0.359	0.0948	0.0687	0.109	-0.679	-0.382	-0.00242	0.221	0.0935	0.191	0.578	0.3	0.42	0.0276	0.09166349206349203	0.0034200000000000003	0.604	-0.391	-0.20199999999999999	-0.127	0.182	0.434	0.0322	0.135	0.09166349206349203	0.284	0.195	0.09166349206349203	0.10099999999999999	0.294	0.449	0.45399999999999996	0.5479999999999999	-0.6920000000000001	0.0862	-0.027999999999999997	0.7040000000000001	-0.18	-0.6809999999999999	0.15	0.537	0.267	0.14800000000000002	-0.637	0.8109999999999999	0.369	0.09166349206349203	0.266	0.268	0.09166349206349203	-0.016
GSK3B	BCLAF1-S531	-0.19	-2.57	-0.8390000000000001	-0.31943911111111106	-0.5589999999999999	0.757	-1.11	-0.821	-0.542	-0.31943911111111106	-0.31943911111111106	1.08	-0.31943911111111106	-0.0744	-0.99	-3.97	-0.31943911111111106	-0.31943911111111106	-1.43	0.883	-0.379	2.29	-0.31943911111111106	0.7240000000000001	-0.31943911111111106	-0.31943911111111106	-0.31943911111111106	-0.545	-0.31943911111111106	-0.418	0.9740000000000001	0.5379999999999999	-2.57	-0.31943911111111106	0.494	-0.31943911111111106	-0.31943911111111106	0.161	1.08	-0.31943911111111106	-0.0518	-0.0070599999999999994	-0.31943911111111106	0.8270000000000001	-0.7140000000000001	-1.12	-0.998	-0.31943911111111106	-0.0689	-0.31943911111111106	0.0795	-0.31943911111111106	-1.5	0.452	0.0689	-0.43700000000000006	-1.22	1.1	1.22	-1.58	-0.31943911111111106	-0.861	-0.31943911111111106	-1.34	-0.31943911111111106	0.397	-0.31943911111111106	-0.31943911111111106	-0.595
GSK3B	BCLAF1-S531	-0.562	-0.5429999999999999	-4.17	-2.15	-0.623	1.2	-0.466	-1.58	-1.14	-1.16	-1.53	0.885	-1.37	-0.0386	-0.6323006349206352	-2.6	-1.61	-1.01	-1.25	0.711	-0.6323006349206352	1.31	-0.295	0.0102	-0.69	1.53	-1.67	-0.28	-0.7929999999999999	-0.5429999999999999	-0.6323006349206352	-0.6323006349206352	-0.6323006349206352	-4.0	-0.105	-0.0639	0.674	0.272	-0.10099999999999999	0.00336	-0.10800000000000001	0.182	0.45	1.23	-1.3	-0.6323006349206352	-1.57	-1.68	-0.93	-1.3	-1.48	-1.85	-0.732	-0.26	0.109	-1.85	-0.6859999999999999	1.32	1.69	-2.57	0.215	-0.972	-0.95	-0.953	-0.028999999999999998	0.544	-1.4	-0.79	-0.41700000000000004
GSK3B	BCLAF1-S531	-0.0674	-0.36700000000000005	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.7959999999999999	-0.00621	-1.02	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.321	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-0.899	-0.23124472222222225	-0.23124472222222225	0.754	-0.23124472222222225	0.217	-0.359	-0.23124472222222225	-0.907	-0.431	-0.12300000000000001	0.0942	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	-2.75	-0.23124472222222225	-0.61	0.493	-0.23124472222222225	-0.23124472222222225	-0.23124472222222225	0.434	-0.2	-0.23124472222222225	0.838	-0.5820000000000001	-0.23124472222222225	-0.23124472222222225	-1.01	-0.355	-0.23124472222222225	-1.15	-0.23124472222222225	-0.395	-0.23124472222222225	0.284	-0.7959999999999999	-0.7879999999999999	0.976	0.951	-0.23124472222222225	-0.0714	-1.18	-0.174	-0.297	-0.23124472222222225	0.23	-0.23124472222222225	-0.23124472222222225	-0.175
CDK2	PAICS-S27	0.10421111111111109	-1.71	0.10421111111111109	0.10421111111111109	0.598	0.10421111111111109	0.565	0.9109999999999999	0.10421111111111109	1.82	0.0117	0.10421111111111109	-0.0788	1.09	-0.778	0.10421111111111109	0.10421111111111109	0.475	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.10421111111111109	-0.34700000000000003	-0.43	0.10421111111111109	-2.77	0.10421111111111109	-0.263	-0.56	0.10421111111111109	0.10421111111111109	0.10421111111111109	-0.621	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.0527	0.10421111111111109	0.10421111111111109	-0.402	1.07	0.13699999999999998	0.228	0.10421111111111109	-0.195	0.275	-0.326	0.10421111111111109	0.10421111111111109	0.3	0.10421111111111109	0.10421111111111109	-0.35	1.33	0.10421111111111109	0.10421111111111109	3.3	1.18	-0.617	0.10421111111111109	-0.27699999999999997	-0.315	0.47200000000000003	0.997	0.10421111111111109	0.10421111111111109	-1.66	0.639
CDK2	PAICS-S27	0.10421111111111109	-1.71	0.10421111111111109	0.10421111111111109	0.598	0.10421111111111109	0.565	0.9109999999999999	0.10421111111111109	1.82	0.0117	0.10421111111111109	-0.0788	1.09	-0.778	0.10421111111111109	0.10421111111111109	0.475	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.10421111111111109	-0.34700000000000003	-0.43	0.10421111111111109	-2.77	0.10421111111111109	-0.263	-0.56	0.10421111111111109	0.10421111111111109	0.10421111111111109	-0.621	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.10421111111111109	0.0527	0.10421111111111109	0.10421111111111109	-0.402	1.07	0.13699999999999998	0.228	0.10421111111111109	-0.195	0.275	-0.326	0.10421111111111109	0.10421111111111109	0.3	0.10421111111111109	0.10421111111111109	-0.35	1.33	0.10421111111111109	0.10421111111111109	3.3	1.18	-0.617	0.10421111111111109	-0.27699999999999997	-0.315	0.47200000000000003	0.997	0.10421111111111109	0.10421111111111109	-1.66	0.639
CDK5	PXN-S85	-1.0	-3.56	-0.0414	-1.04	-0.17300000000000001	-0.585	-0.11599999999999999	0.166	-0.11199999999999999	-0.395	0.632	0.502	-1.51	-0.114	0.121	0.20600000000000002	-0.0553	0.608	1.08	-0.645	1.17	0.19399999999999998	0.5589999999999999	0.0245	-0.703	0.13699999999999998	-0.13699999999999998	-0.55	1.56	-0.209	0.35600000000000004	-0.804	-0.406	0.182	0.6990000000000001	-0.136	0.0115	0.165	0.0795	-0.222	-0.313	0.0808	-0.152	0.17600000000000002	-0.5760000000000001	-0.0175	0.175	0.363	-0.317	-0.851	0.263	-0.711	-0.474	0.361	1.62	0.457	-1.26	1.09	-0.941	0.278	0.738	-0.0491	0.111	0.45	0.254	0.866	-1.28	-0.561	-0.363
CDK5	PXN-S85	-1.0	-3.56	-0.0414	-1.04	-0.17300000000000001	-0.585	-0.11599999999999999	0.166	-0.11199999999999999	-0.395	0.632	0.502	-1.51	-0.114	0.121	0.20600000000000002	-0.0553	0.608	1.08	-0.645	1.17	0.19399999999999998	0.5589999999999999	0.0245	-0.703	0.13699999999999998	-0.13699999999999998	-0.55	1.56	-0.209	0.35600000000000004	-0.804	-0.406	0.182	0.6990000000000001	-0.136	0.0115	0.165	0.0795	-0.222	-0.313	0.0808	-0.152	0.17600000000000002	-0.5760000000000001	-0.0175	0.175	0.363	-0.317	-0.851	0.263	-0.711	-0.474	0.361	1.62	0.457	-1.26	1.09	-0.941	0.278	0.738	-0.0491	0.111	0.45	0.254	0.866	-1.28	-0.561	-0.363
FYN	PXN-Y118	-2.03	-3.11	-0.568	-0.23589893939393916	-1.12	0.38799999999999996	-1.93	-1.19	-0.38799999999999996	-0.598	0.299	-0.6509999999999999	-3.6	-0.9179999999999999	-0.397	-0.406	-0.6559999999999999	0.7120000000000001	0.105	-0.6940000000000001	-0.124	-0.885	-0.423	0.179	-0.7859999999999999	-1.55	2.09	-0.273	0.789	-0.368	-1.7	-0.662	-0.00513	0.511	1.71	0.198	-0.655	0.0481	0.809	-0.23589893939393916	-0.895	0.107	0.17800000000000002	-1.4	0.727	-0.267	0.368	0.569	0.777	-0.23589893939393916	0.9159999999999999	0.866	0.682	0.29	-1.94	-0.301	-0.49	0.9570000000000001	-0.706	0.198	1.75	0.0212	-0.247	0.431	0.355	0.769	-0.659	-0.7929999999999999	0.0165
ABL1	PXN-Y118	-2.03	-3.11	-0.568	-0.23589893939393916	-1.12	0.38799999999999996	-1.93	-1.19	-0.38799999999999996	-0.598	0.299	-0.6509999999999999	-3.6	-0.9179999999999999	-0.397	-0.406	-0.6559999999999999	0.7120000000000001	0.105	-0.6940000000000001	-0.124	-0.885	-0.423	0.179	-0.7859999999999999	-1.55	2.09	-0.273	0.789	-0.368	-1.7	-0.662	-0.00513	0.511	1.71	0.198	-0.655	0.0481	0.809	-0.23589893939393916	-0.895	0.107	0.17800000000000002	-1.4	0.727	-0.267	0.368	0.569	0.777	-0.23589893939393916	0.9159999999999999	0.866	0.682	0.29	-1.94	-0.301	-0.49	0.9570000000000001	-0.706	0.198	1.75	0.0212	-0.247	0.431	0.355	0.769	-0.659	-0.7929999999999999	0.0165
FYN	PXN-Y118	-2.03	-3.11	-0.568	-0.23589893939393916	-1.12	0.38799999999999996	-1.93	-1.19	-0.38799999999999996	-0.598	0.299	-0.6509999999999999	-3.6	-0.9179999999999999	-0.397	-0.406	-0.6559999999999999	0.7120000000000001	0.105	-0.6940000000000001	-0.124	-0.885	-0.423	0.179	-0.7859999999999999	-1.55	2.09	-0.273	0.789	-0.368	-1.7	-0.662	-0.00513	0.511	1.71	0.198	-0.655	0.0481	0.809	-0.23589893939393916	-0.895	0.107	0.17800000000000002	-1.4	0.727	-0.267	0.368	0.569	0.777	-0.23589893939393916	0.9159999999999999	0.866	0.682	0.29	-1.94	-0.301	-0.49	0.9570000000000001	-0.706	0.198	1.75	0.0212	-0.247	0.431	0.355	0.769	-0.659	-0.7929999999999999	0.0165
ABL1	PXN-Y118	-2.03	-3.11	-0.568	-0.23589893939393916	-1.12	0.38799999999999996	-1.93	-1.19	-0.38799999999999996	-0.598	0.299	-0.6509999999999999	-3.6	-0.9179999999999999	-0.397	-0.406	-0.6559999999999999	0.7120000000000001	0.105	-0.6940000000000001	-0.124	-0.885	-0.423	0.179	-0.7859999999999999	-1.55	2.09	-0.273	0.789	-0.368	-1.7	-0.662	-0.00513	0.511	1.71	0.198	-0.655	0.0481	0.809	-0.23589893939393916	-0.895	0.107	0.17800000000000002	-1.4	0.727	-0.267	0.368	0.569	0.777	-0.23589893939393916	0.9159999999999999	0.866	0.682	0.29	-1.94	-0.301	-0.49	0.9570000000000001	-0.706	0.198	1.75	0.0212	-0.247	0.431	0.355	0.769	-0.659	-0.7929999999999999	0.0165
MAP3K7	HDAC7-S155	-0.675	-0.7170000000000001	-0.11900000000000001	-0.21356944444444448	-0.18100000000000002	-0.21356944444444448	0.547	0.45799999999999996	-0.364	-0.21356944444444448	0.302	-0.21356944444444448	0.0633	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.75	0.815	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.439	-0.21356944444444448	-1.04	-0.21356944444444448	-0.21356944444444448	0.5670000000000001	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.139	-0.21356944444444448	-0.319	-0.3	-0.21356944444444448	0.501	-0.21356944444444448	-0.589	-0.21356944444444448	-0.24	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	0.0999	-0.21356944444444448	-1.15	-0.21356944444444448	0.28300000000000003	-0.598	-0.304	-0.21356944444444448	-0.21356944444444448	-0.258	-0.21356944444444448	-0.27	-0.593	0.268	0.10099999999999999	0.109	-0.21356944444444448	0.0593	-0.146	-0.198	-1.57	-0.903	-0.21356944444444448
MARK2	HDAC7-S155	-0.675	-0.7170000000000001	-0.11900000000000001	-0.21356944444444448	-0.18100000000000002	-0.21356944444444448	0.547	0.45799999999999996	-0.364	-0.21356944444444448	0.302	-0.21356944444444448	0.0633	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.75	0.815	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.439	-0.21356944444444448	-1.04	-0.21356944444444448	-0.21356944444444448	0.5670000000000001	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.139	-0.21356944444444448	-0.319	-0.3	-0.21356944444444448	0.501	-0.21356944444444448	-0.589	-0.21356944444444448	-0.24	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	0.0999	-0.21356944444444448	-1.15	-0.21356944444444448	0.28300000000000003	-0.598	-0.304	-0.21356944444444448	-0.21356944444444448	-0.258	-0.21356944444444448	-0.27	-0.593	0.268	0.10099999999999999	0.109	-0.21356944444444448	0.0593	-0.146	-0.198	-1.57	-0.903	-0.21356944444444448
MAP3K7	HDAC7-S155	-0.231	-0.0593	1.03	-0.664	-0.805	-0.501	0.675	0.555	-0.408	0.0984	-0.34	1.54	-0.6	-0.0775	-0.0236	0.318	-0.805	0.242	0.526	-0.125	-0.1011848484848485	0.386	-0.21100000000000002	0.23399999999999999	-0.254	-0.10300000000000001	-1.35	0.198	0.424	0.405	-0.1011848484848485	-0.1011848484848485	0.325	0.369	-0.0997	-0.608	-0.28	0.441	-0.61	-0.616	-0.551	0.295	-0.10400000000000001	-0.26899999999999996	-0.5870000000000001	0.474	-0.132	0.44	-0.875	-0.45799999999999996	0.675	-0.6709999999999999	-0.57	0.44	0.674	-0.205	-1.32	0.134	0.5670000000000001	0.489	0.0424	0.159	-1.21	0.46299999999999997	-0.0739	-0.374	-1.33	-1.4	-0.396
MARK2	HDAC7-S155	-0.231	-0.0593	1.03	-0.664	-0.805	-0.501	0.675	0.555	-0.408	0.0984	-0.34	1.54	-0.6	-0.0775	-0.0236	0.318	-0.805	0.242	0.526	-0.125	-0.1011848484848485	0.386	-0.21100000000000002	0.23399999999999999	-0.254	-0.10300000000000001	-1.35	0.198	0.424	0.405	-0.1011848484848485	-0.1011848484848485	0.325	0.369	-0.0997	-0.608	-0.28	0.441	-0.61	-0.616	-0.551	0.295	-0.10400000000000001	-0.26899999999999996	-0.5870000000000001	0.474	-0.132	0.44	-0.875	-0.45799999999999996	0.675	-0.6709999999999999	-0.57	0.44	0.674	-0.205	-1.32	0.134	0.5670000000000001	0.489	0.0424	0.159	-1.21	0.46299999999999997	-0.0739	-0.374	-1.33	-1.4	-0.396
MAP3K7	HDAC7-S155	-0.675	-0.7170000000000001	-0.11900000000000001	-0.21356944444444448	-0.18100000000000002	-0.21356944444444448	0.547	0.45799999999999996	-0.364	-0.21356944444444448	0.302	-0.21356944444444448	0.0633	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.75	0.815	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.439	-0.21356944444444448	-1.04	-0.21356944444444448	-0.21356944444444448	0.5670000000000001	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.139	-0.21356944444444448	-0.319	-0.3	-0.21356944444444448	0.501	-0.21356944444444448	-0.589	-0.21356944444444448	-0.24	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	0.0999	-0.21356944444444448	-1.15	-0.21356944444444448	0.28300000000000003	-0.598	-0.304	-0.21356944444444448	-0.21356944444444448	-0.258	-0.21356944444444448	-0.27	-0.593	0.268	0.10099999999999999	0.109	-0.21356944444444448	0.0593	-0.146	-0.198	-1.57	-0.903	-0.21356944444444448
MARK2	HDAC7-S155	-0.675	-0.7170000000000001	-0.11900000000000001	-0.21356944444444448	-0.18100000000000002	-0.21356944444444448	0.547	0.45799999999999996	-0.364	-0.21356944444444448	0.302	-0.21356944444444448	0.0633	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.75	0.815	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.439	-0.21356944444444448	-1.04	-0.21356944444444448	-0.21356944444444448	0.5670000000000001	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	-0.139	-0.21356944444444448	-0.319	-0.3	-0.21356944444444448	0.501	-0.21356944444444448	-0.589	-0.21356944444444448	-0.24	-0.21356944444444448	-0.21356944444444448	-0.21356944444444448	0.0999	-0.21356944444444448	-1.15	-0.21356944444444448	0.28300000000000003	-0.598	-0.304	-0.21356944444444448	-0.21356944444444448	-0.258	-0.21356944444444448	-0.27	-0.593	0.268	0.10099999999999999	0.109	-0.21356944444444448	0.0593	-0.146	-0.198	-1.57	-0.903	-0.21356944444444448
MAP3K7	HDAC7-S155	-0.231	-0.0593	1.03	-0.664	-0.805	-0.501	0.675	0.555	-0.408	0.0984	-0.34	1.54	-0.6	-0.0775	-0.0236	0.318	-0.805	0.242	0.526	-0.125	-0.1011848484848485	0.386	-0.21100000000000002	0.23399999999999999	-0.254	-0.10300000000000001	-1.35	0.198	0.424	0.405	-0.1011848484848485	-0.1011848484848485	0.325	0.369	-0.0997	-0.608	-0.28	0.441	-0.61	-0.616	-0.551	0.295	-0.10400000000000001	-0.26899999999999996	-0.5870000000000001	0.474	-0.132	0.44	-0.875	-0.45799999999999996	0.675	-0.6709999999999999	-0.57	0.44	0.674	-0.205	-1.32	0.134	0.5670000000000001	0.489	0.0424	0.159	-1.21	0.46299999999999997	-0.0739	-0.374	-1.33	-1.4	-0.396
MARK2	HDAC7-S155	-0.231	-0.0593	1.03	-0.664	-0.805	-0.501	0.675	0.555	-0.408	0.0984	-0.34	1.54	-0.6	-0.0775	-0.0236	0.318	-0.805	0.242	0.526	-0.125	-0.1011848484848485	0.386	-0.21100000000000002	0.23399999999999999	-0.254	-0.10300000000000001	-1.35	0.198	0.424	0.405	-0.1011848484848485	-0.1011848484848485	0.325	0.369	-0.0997	-0.608	-0.28	0.441	-0.61	-0.616	-0.551	0.295	-0.10400000000000001	-0.26899999999999996	-0.5870000000000001	0.474	-0.132	0.44	-0.875	-0.45799999999999996	0.675	-0.6709999999999999	-0.57	0.44	0.674	-0.205	-1.32	0.134	0.5670000000000001	0.489	0.0424	0.159	-1.21	0.46299999999999997	-0.0739	-0.374	-1.33	-1.4	-0.396
